"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCQ17","OUT045",2316.9745442956
"FDK51","OUT018",3642.34976646635
"NCW41","OUT010",435.623670183598
"NCR29","OUT017",886.432534520346
"FDB08","OUT019",413.018963232018
"FDA40","OUT027",2347.68513903237
"FDL14","OUT018",2275.54776661018
"FDB47","OUT046",3433.89438403793
"FDO03","OUT035",4026.70922619927
"DRK13","OUT019",304.613372908723
"FDX13","OUT010",814.92283851505
"FDF52","OUT046",3085.25516774145
"FDT11","OUT013",3163.88564525006
"FDB08","OUT013",2644.90321338713
"FDQ28","OUT018",2142.11863462265
"FDD29","OUT045",3919.81727693938
"NCQ29","OUT027",6116.48557745857
"NCO02","OUT013",1081.53785921473
"FDR56","OUT010",316.614517782119
"NCM54","OUT049",1995.26842606878
"FDP51","OUT035",2062.10415540327
"FDT38","OUT013",1364.75800786868
"FDZ20","OUT018",3753.89229860976
"FDJ53","OUT013",1909.3772587617
"FDX13","OUT049",4075.70081128822
"FDP58","OUT035",3648.21103916827
"NCK31","OUT019",72.4820216306575
"FDA35","OUT018",1628.82134308935
"FDV37","OUT018",2767.28785107976
"NCO07","OUT027",5290.27897689289
"FDA20","OUT045",3033.79460684605
"FDZ59","OUT035",2628.19290523793
"NCY17","OUT017",695.117054190225
"FDQ28","OUT035",2556.29753914371
"FDV35","OUT017",2534.87011913483
"FDQ36","OUT013",681.574105635368
"FDD34","OUT018",2267.4959012958
"FDK51","OUT045",4108.07631545985
"FDV31","OUT035",3005.78199948315
"FDR04","OUT035",1693.10431668907
"FDR14","OUT049",900.180720731426
"DRC36","OUT010",297.736235844824
"FDE39","OUT019",549.116574269386
"FDP57","OUT049",1727.6965879551
"FDE57","OUT046",2179.12619192795
"NCN18","OUT046",1684.52786385809
"NCQ05","OUT018",2156.71756845494
"FDW47","OUT035",2031.16221743632
"FDV46","OUT035",2088.77776872434
"NCP29","OUT045",908.016882009377
"FDE09","OUT018",1480.23222570349
"NCU06","OUT027",6085.6489073635
"FDT19","OUT010",309.73738071822
"DRF15","OUT017",2558.36691006173
"DRI51","OUT013",2839.31126903487
"NCX54","OUT013",1624.21821077247
"DRE01","OUT013",3887.30346119712
"NCB07","OUT045",3005.0975762199
"FDU50","OUT035",1952.60866831274
"FDG40","OUT035",731.164595841665
"FDW10","OUT018",2319.42537724043
"FDX51","OUT013",3219.72434458314
"NCP17","OUT045",955.551826956579
"FDP21","OUT035",3334.43575477788
"FDL04","OUT045",1583.21853132242
"FDV23","OUT013",1927.17840911511
"FDF24","OUT046",1273.73221646408
"FDH56","OUT027",3160.86529897302
"FDB51","OUT049",1036.84348917485
"FDI58","OUT027",2565.38966885816
"FDR20","OUT013",770.97844881487
"FDC51","OUT018",1646.96842256729
"FDB16","OUT027",2388.98308031268
"FDE40","OUT049",1013.34669824795
"NCM17","OUT035",701.179486189633
"FDU56","OUT035",3364.42086442991
"FDS32","OUT019",439.26080581646
"FDX02","OUT049",3864.48677286648
"FDT39","OUT027",3808.68723581396
"FDE35","OUT017",969.399880665558
"NCI42","OUT019",597.170055096729
"DRL23","OUT046",1671.13803153387
"FDA10","OUT046",1932.96793310795
"FDA11","OUT013",1513.54747447363
"NCM06","OUT046",2454.31708995562
"NCT05","OUT035",4151.12260658879
"NCQ02","OUT010",352.741026982097
"NCY06","OUT049",1995.26842606878
"FDY56","OUT035",3892.99352586794
"FDL02","OUT035",1798.48440492589
"NCI06","OUT035",3101.22817957498
"FDQ14","OUT045",2402.85652906023
"FDQ12","OUT017",3953.5839663299
"FDP36","OUT046",752.703336614988
"FDK21","OUT027",6402.09697527319
"FDO40","OUT045",2385.05537870682
"NCK54","OUT019",567.468578208674
"FDY09","OUT018",2504.92057439928
"NCW30","OUT049",4328.63545294099
"NCC55","OUT027",1317.30305136259
"FDE58","OUT018",1624.56864007706
"FDR39","OUT013",3192.22820817118
"FDU28","OUT049",3245.41138449088
"FDH08","OUT017",4041.28776604757
"FDG35","OUT045",2466.23704805761
"FDG22","OUT049",709.295636941325
"FDC34","OUT035",2625.83102861848
"FDP15","OUT018",3539.62506728819
"FDK34","OUT010",915.777642233834
"FDU45","OUT035",2032.7331379249
"FDQ04","OUT027",1329.14108153668
"FDX22","OUT018",3102.98377260149
"FDB45","OUT017",1595.51528353546
"NCH43","OUT027",5262.75868533551
"DRE60","OUT046",3648.43368100445
"FDD17","OUT027",6213.31093574137
"NCM54","OUT017",2018.81546894728
"NCH55","OUT013",1915.17726424172
"NCT06","OUT017",2659.74188698809
"FDA48","OUT027",5577.2877424997
"FDY58","OUT027",6159.15876576035
"FDO25","OUT045",3314.23687876185
"FDN50","OUT045",1542.25044873547
"FDH35","OUT035",2752.64100708868
"FDK09","OUT045",3544.98373875555
"FDO16","OUT013",1381.56270934025
"FDW11","OUT045",1022.07886000121
"FDU47","OUT027",3474.91448145148
"NCQ42","OUT010",537.115429395991
"FDK55","OUT027",2423.72576159999
"FDN08","OUT049",1997.21686244987
"FDT57","OUT045",3804.4577473417
"FDJ12","OUT018",3037.53875071088
"DRL59","OUT017",824.862064677809
"NCN53","OUT046",704.145707525451
"FDO51","OUT010",41.7255428945291
"FDK56","OUT017",3247.1778034673
"FDY12","OUT035",755.526202391827
"FDU15","OUT035",805.967205309435
"FDQ19","OUT046",4063.15633589731
"DRF15","OUT045",2402.85652906023
"DRE25","OUT019",276.490574130592
"FDK57","OUT018",1624.56864007706
"FDD33","OUT010",835.297317790881
"FDR34","OUT027",6171.50583975827
"FDU04","OUT045",1892.11093429074
"FDE35","OUT019",129.576400727683
"NCD31","OUT035",2694.69334242871
"FDJ56","OUT035",1792.68439944588
"NCU53","OUT046",2547.29427244308
"FDD39","OUT035",3658.04231839726
"NCU17","OUT019",393.362449822822
"FDJ20","OUT046",1932.96793310795
"NCW41","OUT018",2224.3231748599
"FDL52","OUT035",731.164595841665
"FDS39","OUT035",2364.30704502271
"DRJ47","OUT045",2711.67106943803
"FDP13","OUT010",18.1545308961686
"DRK39","OUT010",294.291724484
"FDF28","OUT010",531.315423915978
"FDB09","OUT045",1869.50622733916
"FDM51","OUT046",1706.71018840563
"DRM49","OUT018",637.236974942508
"DRF23","OUT013",2827.31012416148
"DRH01","OUT035",2993.78085460975
"FDH12","OUT027",2536.57996391511
"FDA28","OUT019",531.315423915978
"FDW37","OUT018",1176.48690308626
"FDF02","OUT046",1670.79210240935
"DRL37","OUT046",704.145707525451
"NCF43","OUT046",2172.92505253456
"FDH08","OUT010",927.491266949579
"FDR34","OUT019",927.491266949579
"NCK19","OUT049",3273.87382594962
"NCD55","OUT018",655.384054420444
"FDT27","OUT049",4007.78864353754
"FDQ57","OUT045",2391.10956794848
"FDA47","OUT035",2628.19290523793
"DRG15","OUT027",1892.15332751399
"FDE05","OUT018",2144.37049445701
"FDN46","OUT046",1664.99209692933
"FDX27","OUT027",2394.2788160353
"FDT51","OUT045",1678.44513309617
"FDU33","OUT013",710.383810578426
"FDJ16","OUT027",1751.63610818037
"FDD20","OUT019",543.316568789373
"FDT36","OUT049",685.798846014426
"DRF15","OUT027",3773.94455452665
"FDN52","OUT010",276.490574130592
"FDC22","OUT027",5203.38073874689
"FDX15","OUT045",2486.32176227941
"FDT13","OUT013",3203.26304799779
"FDU04","OUT017",2047.62131529224
"FDU31","OUT019",607.264356725539
"FDW59","OUT027",2371.34504465857
"NCO29","OUT046",2547.29427244308
"FDL15","OUT035",2611.09323061879
"FDI41","OUT049",2517.01871682983
"FDQ48","OUT049",1762.30243978007
"DRI39","OUT013",855.192800518603
"FDI08","OUT013",4183.60249125455
"FDC21","OUT049",1753.43349427723
"FDF58","OUT035",1146.79286623519
"FDS08","OUT010",309.73738071822
"FDE47","OUT045",1893.07723933752
"NCP18","OUT019",308.040635871165
"NCR41","OUT013",1536.1521814252
"FDA27","OUT013",4105.93821525947
"FDA43","OUT035",3375.8032450846
"FDA49","OUT045",1353.05512482554
"NCE55","OUT018",2635.6647781593
"DRM49","OUT027",1406.49797254012
"FDF22","OUT027",5336.26854373235
"FDQ15","OUT018",1067.91230839863
"NCS54","OUT017",3013.14201846319
"NCY05","OUT013",669.572960761972
"FDR45","OUT046",3847.36753794105
"FDK57","OUT049",2001.46956546217
"FDF41","OUT010",835.620702222044
"FDV21","OUT046",1945.31500710587
"FDD51","OUT046",758.503342095
"FDF33","OUT046",1754.10537767909
"FDA38","OUT046",3946.57183560845
"FDR56","OUT045",3056.28604839882
"NCN41","OUT017",2013.01546346726
"FDC60","OUT027",2329.70117425373
"FDB47","OUT045",3340.44756861711
"DRH01","OUT013",2835.72088979224
"FDW08","OUT046",1664.99209692933
"FDF38","OUT027",1388.09901083107
"FDY32","OUT017",2627.84730162229
"FDG34","OUT049",1727.6965879551
"FDG47","OUT019",851.492071553932
"NCF18","OUT035",3279.41799244875
"FDL39","OUT019",330.136320030518
"NCH55","OUT035",2019.16107256292
"DRJ35","OUT049",1059.44819612643
"FDS44","OUT035",4123.47771527374
"DRE01","OUT018",3389.86333931551
"FDY39","OUT013",3192.22820817118
"FDY32","OUT018",2255.14882729788
"FDR33","OUT027",2723.88676799989
"NCP50","OUT049",1353.47397066574
"FDZ47","OUT018",1325.2763696912
"FDU57","OUT049",2490.92413694404
"FDY44","OUT013",3228.85234116516
"DRH59","OUT018",945.261895913465
"FDB03","OUT027",6172.27534823633
"FDY46","OUT045",3003.80949719402
"FDM39","OUT045",2753.65732396346
"FDY36","OUT035",1277.82545361707
"NCM55","OUT035",3294.5912100082
"FDJ50","OUT010",54.7110151123099
"DRL60","OUT013",2489.77541396612
"NCJ54","OUT049",3972.21648666578
"FDX59","OUT017",736.414995470532
"FDI07","OUT013",3219.72434458314
"DRF51","OUT010",18.1545308961686
"FDM14","OUT017",1774.4634121764
"FDP21","OUT045",3038.41534901899
"FDE40","OUT035",1095.66563367231
"FDE05","OUT035",2570.896472976
"FDM13","OUT027",3275.98829720564
"FDC34","OUT027",4064.7526187912
"NCI55","OUT018",1634.96727769389
"NCE43","OUT018",2263.54662173678
"FDW58","OUT018",1454.49531938136
"FDG60","OUT045",3648.5162870736
"FDV31","OUT017",2946.64158127241
"FDR47","OUT013",3132.73777581674
"FDM60","OUT019",12.3545254161556
"NCF06","OUT018",3546.83305236586
"NCN26","OUT027",3195.31629878362
"FDQ59","OUT049",1433.2427190084
"FDF09","OUT046",728.49392639677
"NCS06","OUT017",4042.53522798984
"FDT44","OUT046",1911.52915413348
"FDI19","OUT017",4009.87844694512
"FDT22","OUT017",937.332419580676
"NCF54","OUT027",4415.11271182901
"DRG25","OUT045",3056.39931379763
"FDB59","OUT017",3351.26867869884
"FDQ37","OUT017",3275.46213245434
"FDP56","OUT035",808.53192987426
"FDW44","OUT035",3029.27879041004
"FDJ26","OUT010",574.565348145149
"FDU43","OUT018",3451.80336495275
"FDW33","OUT045",1565.23456654378
"NCX53","OUT027",3457.11333109807
"FDN56","OUT010",314.241775264548
"DRF15","OUT049",2534.81986718324
"FDO33","OUT017",1892.98115863815
"FDZ39","OUT010",434.734612174591
"NCJ19","OUT017",898.507900465204
"FDU01","OUT035",3384.81980374221
"FDT12","OUT035",3781.10076338016
"NCM18","OUT018",872.497859201943
"FDP19","OUT017",2001.51981741376
"NCR42","OUT049",703.094497547942
"FDN10","OUT046",1911.52915413348
"FDG44","OUT017",817.842509369817
"FDQ10","OUT046",2796.72009041995
"DRH13","OUT049",1750.30129490668
"FDT52","OUT013",3926.64955139246
"FDM56","OUT045",1644.45337344485
"NCO43","OUT010",428.934606694578
"NCV29","OUT035",2993.08868276653
"NCF06","OUT013",4238.04497978272
"FDO50","OUT035",1550.51984807561
"FDT59","OUT013",3857.36271499044
"FDX40","OUT027",1305.64429060978
"FDE50","OUT017",3325.67938553147
"FDX51","OUT017",3342.14068211681
"NCD30","OUT018",1320.85460649107
"FDK15","OUT013",1688.60007258729
"FDL12","OUT045",897.373988933042
"FDK46","OUT017",4366.21775585972
"DRH49","OUT010",276.490574130592
"FDQ57","OUT046",2462.29760554226
"FDY59","OUT017",1462.59620709423
"FDO09","OUT018",3514.42029498621
"NCG30","OUT035",1995.66428163602
"FDM09","OUT017",2651.34409254919
"NCN17","OUT027",2524.57881904171
"NCS42","OUT013",1352.75686299529
"FDD02","OUT019",544.863871257094
"FDE34","OUT013",3148.25825686052
"FDU38","OUT045",3093.30464157412
"FDB33","OUT046",2571.6424913144
"NCJ29","OUT017",1421.80253557131
"FDZ27","OUT035",820.12808223619
"FDI40","OUT013",1618.41820529246
"FDG22","OUT013",710.383810578426
"FDT51","OUT017",1846.75454778753
"FDF20","OUT018",2799.98685966015
"FDV50","OUT035",2037.65053616145
"FDT02","OUT049",749.701494246313
"DRC49","OUT017",2540.56575970832
"FDF26","OUT049",2534.81986718324
"FDV52","OUT035",2056.51324958545
"FDX59","OUT049",715.095642421338
"FDV25","OUT035",3778.23973809707
"FDW23","OUT027",1311.15711675805
"FDE53","OUT018",1431.92647670329
"FDA19","OUT017",2025.01660834066
"FDH22","OUT046",1932.96793310795
"NCO41","OUT013",1536.1521814252
"FDX12","OUT017",4068.75200800988
"FDF17","OUT013",3153.43563952374
"FDS11","OUT045",3452.23422268615
"FDR51","OUT035",2587.59643969189
"FDT49","OUT010",411.163600176231
"FDC56","OUT013",1950.18810857816
"FDR13","OUT027",3255.54456044744
"FDQ60","OUT035",2001.86542102941
"FDN38","OUT049",3984.04822522293
"NCL29","OUT013",2569.4865117457
"FDO13","OUT027",4234.66939833872
"FDE26","OUT018",2162.17164481042
"FDA31","OUT010",309.73738071822
"FDX14","OUT035",1279.00471692414
"FDA34","OUT045",2791.4352484745
"FDF26","OUT013",2483.53841029923
"FDE38","OUT045",2516.23265085998
"DRI11","OUT046",1818.22813493895
"FDQ60","OUT027",3165.67357325218
"FDL21","OUT027",1352.31389569903
"DRC12","OUT027",5244.86149445243
"FDC47","OUT046",3765.10783730484
"FDE57","OUT045",2115.66448615915
"FDT14","OUT045",1851.80944189227
"NCZ53","OUT046",3097.60224173937
"FDE28","OUT018",3306.66851479551
"FDR19","OUT035",2588.21053186555
"NCF54","OUT019",318.135175157122
"FDZ08","OUT046",1261.38514246616
"NCJ05","OUT018",2129.77156062473
"FDF59","OUT046",2003.93413437977
"NCO05","OUT035",1745.38523090429
"FDW24","OUT018",685.794604032045
"NCX42","OUT018",2275.89369573471
"NCA53","OUT035",772.341822230749
"FDI45","OUT019",309.73738071822
"FDG46","OUT046",1690.72900325147
"FDM20","OUT010",1052.76108183498
"FDW11","OUT010",111.805394209336
"FDX08","OUT035",3186.23105155614
"NCK17","OUT035",701.179486189633
"FDK32","OUT018",2156.37163933041
"NCA42","OUT035",2684.12564462404
"DRI01","OUT035",2935.90803899
"NCL55","OUT049",4136.94393681654
"DRE25","OUT018",1158.68575273285
"FDD14","OUT017",3267.5767427796
"FDB10","OUT046",3827.37124737324
"DRN11","OUT035",2523.21457787708
"FDP38","OUT018",691.594609512058
"NCA30","OUT017",3255.5755979062
"FDT15","OUT017",3314.64454570486
"NCP55","OUT018",778.807069125355
"FDF12","OUT035",2552.91250819736
"FDM21","OUT018",3616.90885900861
"FDX56","OUT035",3666.45308402802
"FDF10","OUT017",2529.07011365482
"FDT32","OUT045",3033.79460684605
"FDM51","OUT018",1483.86633685973
"NCR50","OUT018",2162.51757393495
"FDI19","OUT049",4020.1131728421
"FDX21","OUT017",1734.05755487142
"FDR31","OUT035",2611.70732279245
"FDY02","OUT013",4003.44965123706
"NCA29","OUT045",2746.27692126301
"NCX17","OUT046",3439.90963688796
"FDM12","OUT045",3042.92059260979
"FDI53","OUT027",4163.77741813837
"NCU30","OUT049",2704.58246471004
"FDC56","OUT027",3245.90716682174
"FDK27","OUT018",1670.53943456565
"NCK18","OUT017",2694.34773881307
"FDB52","OUT019",1003.90651078296
"DRG25","OUT027",5032.00455576724
"FDZ13","OUT049",757.441213750136
"FDB57","OUT019",833.804798565454
"FDR40","OUT046",1393.87667827667
"NCO14","OUT019",6.15338602277303
"NCN19","OUT045",3101.09745643312
"FDQ28","OUT019",287.641696558867
"FDO13","OUT018",2290.54287169794
"FDK48","OUT013",1261.41824752766
"FDU07","OUT018",2141.77270549812
"FDW20","OUT046",1945.31500710587
"FDV12","OUT010",288.491719003987
"FDH24","OUT013",2616.09350844407
"FDV59","OUT049",3584.84838313387
"FDK57","OUT045",1839.52111768712
"FDL16","OUT027",1377.68826759706
"NCQ17","OUT046",2433.91815064333
"FDJ15","OUT018",2825.85573590647
"FDX24","OUT049",1490.84109200288
"FDT47","OUT046",1566.26730071504
"FDT10","OUT049",1031.04348369484
"FDZ37","OUT018",1188.83397708418
"FDW43","OUT027",6201.4909494103
"DRN36","OUT017",1605.18453430579
"FDJ14","OUT045",1220.90951813955
"FDA32","OUT013",3484.89632828361
"FDJ38","OUT019",330.136320030518
"FDQ57","OUT017",2587.17275640669
"NCQ41","OUT019",339.219224733699
"FDG56","OUT049",980.273037292144
"DRC13","OUT027",3257.40281287524
"FDV55","OUT035",2611.70732279245
"FDQ49","OUT045",2518.43841849926
"FDE29","OUT010",94.0042438559274
"FDR03","OUT013",3510.37418352656
"FDD45","OUT049",1490.84109200288
"FDN38","OUT010",814.92283851505
"FDT56","OUT046",883.965541802069
"FDT48","OUT045",3198.38351854694
"FDU03","OUT049",3123.19266780117
"FDC56","OUT010",539.063865777081
"NCO43","OUT027",2560.15097591347
"FDQ27","OUT017",1763.42857234979
"FDR03","OUT046",3437.11346145383
"DRH23","OUT010",42.7098702389144
"FDG22","OUT045",684.768060990694
"NCJ42","OUT013",1658.82406259745
"FDR24","OUT046",1393.53074915215
"FDW60","OUT035",3005.08982763993
"FDJ08","OUT013",3148.25825686052
"DRL59","OUT018",691.940538636586
"FDG60","OUT010",782.199369898193
"FDW27","OUT017",2616.54377388507
"FDX14","OUT018",1044.34129640027
"FDC20","OUT013",912.808351806623
"NCS29","OUT018",3464.61455751388
"FDJ56","OUT046",1664.99209692933
"FDB20","OUT019",288.491719003987
"FDL28","OUT027",6148.33302559592
"FDW01","OUT018",2162.17164481042
"FDL03","OUT046",3135.89592470573
"FDX22","OUT049",3652.15324353924
"FDJ21","OUT035",2581.72221314042
"FDR31","OUT045",2397.05652358021
"FDG21","OUT035",2664.97673861738
"FDS22","OUT027",1352.31389569903
"FDK08","OUT035",1792.68439944588
"FDE17","OUT018",2144.37049445701
"NCN30","OUT017",1645.59039161078
"FDT50","OUT046",1553.92022671712
"NCX42","OUT049",2704.58246471004
"FDJ12","OUT035",3554.56032154024
"NCA18","OUT027",3182.9692247857
"FDP23","OUT019",574.565348145149
"FDX12","OUT013",3875.8938719786
"FDN40","OUT018",2129.77156062473
"FDV48","OUT035",1324.986894665
"NCY54","OUT013",2827.31012416148
"FDL16","OUT010",36.9098647589014
"FDR45","OUT018",3471.79965552055
"FDJ52","OUT046",2559.641346441
"DRG01","OUT017",1289.65692888533
"FDP52","OUT013",3843.45472687246
"FDU58","OUT017",3294.7127484145
"FDL02","OUT045",1601.01968167583
"FDG28","OUT013",3926.64955139246
"FDA19","OUT035",2084.1570265514
"FDW46","OUT027",2081.01651495139
"NCD43","OUT049",1756.10130038669
"DRG39","OUT013",753.216473371078
"NCF55","OUT049",737.700349372917
"FDJ07","OUT046",1953.24724560978
"FDE08","OUT046",2460.51822934901
"FDP56","OUT019",48.911009632297
"FDT45","OUT045",750.61042324639
"FDF17","OUT018",2787.98571478675
"FDX44","OUT046",1393.53074915215
"FDM28","OUT027",4812.65796395249
"FDI36","OUT049",3273.79960487816
"FDS07","OUT045",1754.65685359882
"FDD36","OUT045",1869.87426649981
"FDW11","OUT046",1002.93152479861
"FDN40","OUT049",2502.41978299754
"NCQ18","OUT049",1581.12678194258
"NCQ54","OUT017",2694.34773881307
"NCS42","OUT045",1311.06887030011
"DRH39","OUT010",294.291724484
"FDC09","OUT027",2607.72185250812
"FDT08","OUT010",314.241775264548
"FDC08","OUT035",3815.09698892293
"FDT20","OUT017",730.614989990519
"FDS35","OUT035",1138.4445607318
"FDX58","OUT018",2793.10972259625
"FDW58","OUT046",1677.33917092726
"DRD27","OUT046",1683.13917640727
"FDH32","OUT019",288.491719003987
"FDS26","OUT035",4114.13611176604
"FDQ31","OUT046",1393.53074915215
"FDP11","OUT018",3093.17754574236
"FDD58","OUT017",1734.05755487142
"FDM33","OUT045",3340.44756861711
"FDZ16","OUT049",3291.39961697055
"NCS29","OUT010",834.349866088604
"NCM18","OUT019",99.8042493359404
"FDP11","OUT049",3620.08823885305
"NCC42","OUT017",2259.17372228726
"DRM23","OUT046",2805.11788485885
"NCN55","OUT027",6184.01694944296
"FDK46","OUT013",4114.34898089023
"FDR01","OUT046",3110.54553651412
"NCA05","OUT045",2389.67612087976
"NCP43","OUT017",3116.05579351879
"FDR12","OUT010",309.73738071822
"FDQ01","OUT013",4013.49417717144
"FDM13","OUT046",1968.36197750801
"FDQ19","OUT017",4258.83339550371
"FDK56","OUT019",309.73738071822
"NCX06","OUT010",352.741026982097
"FDO56","OUT027",3247.96517877417
"FDU45","OUT045",1614.46826379282
"FDI16","OUT019",94.0042438559274
"FDL32","OUT046",1824.42927433233
"FDA07","OUT046",1932.96793310795
"FDA14","OUT045",2402.85652906023
"FDV46","OUT027",3497.92418091453
"NCO07","OUT035",3612.73718536358
"NCP41","OUT046",1665.33802605386
"FDY60","OUT018",1887.32667590727
"FDN38","OUT017",3973.81349932595
"FDO15","OUT046",1221.33594106955
"FDT60","OUT013",1921.3784036351
"FDA55","OUT035",3892.99352586794
"FDE02","OUT010",294.291724484
"DRJ39","OUT049",3782.431993676
"FDV34","OUT035",1219.55690294672
"FDS20","OUT027",5031.65862664271
"FDF02","OUT027",2577.67799306331
"FDW40","OUT017",2235.67693136036
"NCB43","OUT046",3105.65410705375
"FDR58","OUT017",1433.80368044471
"DRJ59","OUT035",741.585343494621
"NCD30","OUT017",1751.89456949834
"FDE14","OUT017",1622.9856846592
"FDC28","OUT018",1430.14710051004
"FDU16","OUT018",1158.68575273285
"NCD19","OUT035",950.167212731608
"FDU21","OUT046",716.146852398846
"FDV59","OUT027",5274.7598302089
"FDU03","OUT045",3082.38530032965
"FDC33","OUT010",351.220369607094
"NCR42","OUT035",706.979491669646
"DRH59","OUT035",1237.01846239871
"NCM31","OUT035",2329.69733459964
"FDS50","OUT035",3802.5279810467
"FDP39","OUT046",811.360232132916
"FDQ55","OUT013",1963.35518142867
"FDV36","OUT019",543.316568789373
"FDI05","OUT027",2215.53953234638
"FDS45","OUT027",2567.16904505142
"FDA39","OUT045",748.744930294043
"FDC37","OUT010",405.363594696218
"FDJ60","OUT027",4169.29024428663
"DRQ35","OUT046",1926.76679371457
"NCJ06","OUT046",1926.76679371457
"NCY42","OUT018",2162.51757393495
"DRM37","OUT049",3349.50225972242
"FDR14","OUT045",762.898747451537
"FDE51","OUT049",691.598851494439
"FDT33","OUT017",2651.34409254919
"FDR08","OUT013",1707.94917872168
"FDE36","OUT010",413.018963232018
"FDL22","OUT019",288.491719003987
"FDR44","OUT013",1950.18810857816
"FDI56","OUT019",288.491719003987
"FDE47","OUT010",566.887580787734
"FDV27","OUT010",317.862736482361
"FDV10","OUT049",709.295636941325
"FDC40","OUT045",1220.90951813955
"NCX41","OUT013",3478.69133029213
"NCQ38","OUT027",2572.49804991139
"FDV12","OUT027",2536.57996391511
"FDE52","OUT017",1439.60368592472
"FDG20","OUT027",4592.91606557027
"FDV16","OUT027",1329.14108153668
"FDI32","OUT017",1892.98115863815
"FDJ32","OUT049",1088.29337346954
"FDN39","OUT018",2536.54345171201
"FDY34","OUT017",2685.94994437416
"FDC14","OUT035",777.775451138132
"FDA55","OUT017",3833.8531076572
"FDZ50","OUT010",330.136320030518
"DRG13","OUT049",2649.57767357277
"FDP01","OUT013",2422.32862117048
"NCG54","OUT017",2978.53616663821
"FDM13","OUT045",1857.50508246576
"NCO18","OUT027",4815.41886761068
"NCW41","OUT013",2456.93447299545
"FDM52","OUT027",3768.49047817117
"NCF55","OUT035",741.585343494621
"FDT09","OUT046",1945.31500710587
"NCM19","OUT035",1806.69429409819
"FDW12","OUT018",2168.71871332833
"FDP15","OUT019",906.223779750239
"FDK36","OUT045",755.93039703181
"FDZ25","OUT035",3073.71588374265
"NCW06","OUT049",3328.41821014585
"FDW60","OUT046",2931.413573739
"DRC49","OUT013",2465.73725994582
"NCT17","OUT035",3259.01905313645
"NCN06","OUT018",2263.54662173678
"FDC45","OUT013",2847.72203466563
"DRJ47","OUT019",318.135175157122
"NCF06","OUT045",3818.90270020645
"FDE21","OUT010",539.063865777081
"DRG27","OUT013",687.374111115381
"FDW40","OUT049",2212.12988848187
"NCO53","OUT046",3085.25516774145
"FDE23","OUT049",780.261838213141
"FDQ16","OUT046",1652.99095205594
"FDS26","OUT045",4025.77392457245
"FDZ13","OUT010",54.7110151123099
"FDS14","OUT049",2534.81986718324
"FDC10","OUT045",1835.26841467483
"FDY16","OUT049",3303.51402724276
"FDJ20","OUT035",2060.6602356245
"FDV43","OUT035",771.975445658119
"FDZ32","OUT027",2595.3747785102
"FDR23","OUT046",2817.11902973225
"FDN24","OUT035",841.171330276091
"FDE34","OUT027",4978.17672606378
"FDU31","OUT013",3519.50218010859
"FDW33","OUT018",1442.14824538343
"FDU26","OUT046",1917.3291596135
"FDE20","OUT027",4477.85680598312
"NCW05","OUT035",1721.8884399774
"FDB22","OUT018",2154.11977949605
"FDO56","OUT046",1911.52915413348
"FDA19","OUT027",3269.40395774864
"DRI39","OUT045",819.993126548564
"FDH52","OUT018",793.283369369508
"FDZ50","OUT035",3321.40424697417
"NCN42","OUT035",2581.31722062896
"FDB53","OUT013",2436.92755500276
"DRG11","OUT017",1727.85641547803
"DRK11","OUT027",3744.30537399915
"FDQ60","OUT017",2001.51981741376
"FDT36","OUT017",707.118199063621
"DRG25","OUT018",2793.45565172077
"DRJ23","OUT046",3144.76520246951
"FDG05","OUT035",2669.67366094347
"NCK06","OUT018",1634.96727769389
"FDU52","OUT017",2525.96682587604
"FDW07","OUT018",1170.68689760624
"NCM17","OUT045",672.766916117298
"FDA22","OUT045",2519.40472354605
"NCA41","OUT018",2787.98571478675
"FDF38","OUT035",812.381302963107
"FDH52","OUT046",1007.77441239493
"FDY58","OUT019",833.804798565454
"FDZ16","OUT045",3044.28490352543
"NCM18","OUT017",1005.39851751688
"FDA22","OUT018",2326.1150285697
"NCJ43","OUT035",3002.91992427416
"FDI34","OUT027",6091.00297062195
"FDG56","OUT046",997.131519318593
"FDS34","OUT046",1824.42927433233
"DRC01","OUT035",831.13663682584
"FDQ04","OUT035",731.164595841665
"FDK04","OUT035",939.746465078652
"FDT51","OUT049",1817.41036358058
"FDV26","OUT017",3337.06176618617
"FDS04","OUT049",2212.12988848187
"FDW43","OUT018",3399.17252880523
"FDQ28","OUT010",287.641696558867
"NCK06","OUT017",2053.42132077225
"FDS23","OUT018",1634.62134856937
"FDZ36","OUT019",309.73738071822
"FDE56","OUT018",878.698998595326
"FDW10","OUT027",4425.62669768213
"NCN14","OUT045",3003.88371826548
"NCQ18","OUT045",1442.16155145817
"FDW08","OUT017",1768.66340669639
"FDU43","OUT035",4059.92994736333
"FDR33","OUT010",405.363594696218
"FDM24","OUT010",314.241775264548
"NCZ05","OUT046",1652.99095205594
"NCV41","OUT035",1805.72798905141
"FDV11","OUT018",2512.97243971365
"NCY05","OUT035",701.179486189633
"FDV44","OUT018",2793.10972259625
"FDW32","OUT049",1403.94592260149
"NCU18","OUT027",3450.56626258016
"NCC43","OUT035",4044.15166773892
"FDW19","OUT013",1707.94917872168
"FDN31","OUT035",3368.9261080207
"FDI48","OUT045",721.324545206835
"FDS24","OUT017",1260.65555728378
"FDF46","OUT049",1944.7228344737
"DRG23","OUT017",2546.36576518833
